region_id,develpd,croplnd,grssshr,treecvr,water,wetland,snowice,barren,elevatn,dst_t_c,in_cbrs,lon_nad,lat_nad,n_pixels,max_developed,min_dist_coast,paved_road_density,bridge_density,state,region_NorthAtlantic,region_SouthAtlantic,region_GulfCoast,distance,weights,subclass,female_p,race_white_p,race_black_p,hispanic_p,ed_ba_grad_p,med_hhincome_p,per_cap_income_p,below_pov_p,employed_p,unemployed_p,pop_bg,pop_all,area_acre,pop_density,pct_protected_1982,urban_population_mean,overlap_weights,barrier,barrier_type,total_area,buildings_area,n_buildings,buildings_density,n_buildings_acre,mean_price,mean_price_acre,mean_log_price,mean_log_price_acre,acres,nsales,X,TotalAssessedValue_SUM,LandAssessedValue_SUM,ImprovementAssessedValue_SUM,TaxAmount_SUM,PropertyCount_SUM,pre1982_SUM,LotSizeAcres_MEAN,NoOfBuildings_MEAN,YearBuilt_MEAN,EffectiveYearBuilt_MEAN,YearRemodeled_MEAN,NoOfStories_MEAN,TotalRooms_MEAN,TotalBedrooms_MEAN,Heat_MEAN,AC_MEAN,sqfeet_MEAN,treated,land_acres,white_acs,black_acs,hisp_acs,bagrad_acs,med_hh_inc_acs,own_occup_acs,rent_occup_acs,occupied_acs,med_rent_acs,med_rent_inc_pct_acs,developed_2018,nsales_acre,TotalAssessedValue_acre,LandAssessedValue_acre,ImprovementAssessedValue_acre,log_TotalAssessedValue_acre,log_LandAssessedValue_acre,log_ImprovementAssessedValue_acre,TaxAmount_acre,PropertyCount_acre,region,ztrax_weights
154,0.0495000000111758,0,0,4.9999998882415e-4,0.119499999471009,0.785500001907349,0,0.0450000002980233,0.630486125939688,120.211070372936,0,-88.0572842631082,30.7550204335852,20,0.300000011920929,13.0726667297379,0,0,1,0,0,1,0.0431112538688697,0.999999999999998,75,0.491879350348028,0.986078886310905,0.00464037122969838,0,0,26875,10180,0.106728538283063,0.387470997679814,0.037122969837587,3.54637622833252,3.54637622833252,444.787490248184,0.0079731923808237,0.0245149880325366,321722,6.894146889189083e-4,0,NA,1799999.00217628,1676.3948732951,3,9.31331001444036e-4,0.00674477040560661,695000,66058.3594715331,13.4516671245469,11.0982938647208,10.521,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351.741989650073,0.37105901374292644,0.5691188358932903,0,0.09862570735650768,22614,0.31443298969072164,0.4213917525773196,0.7358247422680413,NA,24.4,0.0583379196477711,0.0028429929591142645,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
1117,0.0658333337244888,0,0.00416666657353442,0.0458333343267442,0.568333332737287,0.301666664890945,0,0.0141666663500171,-0.531605428761065,80.4372307673178,0,-88.0904470392383,30.5741465552761,12,0.200000002980232,31.3616664621983,0,0,1,0,0,1,0.00800708209116879,0.999999999999998,162,0.516305080606948,0.847411460331008,0.134383285682208,0.0217790213374749,0.0394304250881299,23302.5296757926,10535.792341265,0.168360040340852,0.434975781285672,0.0455090124836997,220.809243679047,35.0168075561523,266.872494157459,0.131211752139177,0.00833314037175215,362768.666666667,0.0017966600559896756,0,NA,1204146.47569358,4865.96142384574,20,0.00404100458047928,0.0672154107774809,163999.8,92635.7441250765,11.3828880941808,10.8756480153193,3.7748,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.854234117897,0.5027528396357563,0.4494404235866475,0.0013034656390308076,0.15485732564269336,42504.519969783636,0.5162788250675797,0.3041687301324616,0.8204475552000412,1152,36.369338865371326,0.218146718146718,0.0455148592145655,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
1208,0.363888894725177,0,0.00944444423334472,5.55555543137944e-4,0.237777778878808,0.0516666668570703,0,0.336666663280792,0.462073576378099,107.189025501345,0,-87.5702771329231,30.2745992310732,18,0.720000028610229,30.2817578066205,0,0,1,0,0,1,0.0712648835362946,0.999999999999998,141,0.479558011049724,0.991160220994475,0.00331491712707182,0.00331491712707182,0.264088397790055,39356,25235,0.0375690607734807,0.449723756906077,0.00773480662983425,173.678030014038,173.678030014038,400.308741256074,0.433860198678344,0.0928876266715055,174067,0.005827976122659464,0,NA,3239998.78559938,83861.0083016846,197,0.025883036954957,0.246059172473584,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.181214716653,0.9815419685403083,0,0,0.5541495406240511,96245.21734717923,0.12970806437620977,0.007871445144353633,0.13757950952056341,1156,19.6,0.727078891257996,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
1219,0.244861110217041,6.94444428922403e-4,0.00805555542724001,0.178333333227783,0.0404166665393859,0.522638888926142,0,0.00499999999172161,3.34772819230629,447.620285397002,0,-88.0852310960022,30.5878445298471,72,0.870000004768372,69.8151141826539,4.75612183278252e-4,0.149015865376542,1,0,0,1,0.0975490965957216,0.999999999999998,16,0.525439474790559,0.673345022351092,0.315258533753142,0.0127573873303558,0.043715635335264,22056.7052588383,8898.07567173128,0.191080097076356,0.372974116847057,0.0492557758902021,3567.45592880249,1696.50254440308,1601.2349649419,1.05949631474893,0.0315479805330704,350793.027777778,5.69003559175489e-4,0,NA,8053247.78915154,141620.818395116,825,0.0175855533199776,0.414573050204351,72182.905982906,95446.9579948019,10.6207202957575,10.7698418698873,1.20120512820513,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1507.9673972355,0.3635556423933954,0.5671793920628561,0.0345580604504015,0.1413984141870095,45954.55059713951,0.6021196237281419,0.24191440790733093,0.8440340316354729,1061.4330942846368,45.43513417982513,0.243645291738879,0.1551757686731049,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
1220,0.095238094838957,0,0,0,0.669285714448917,0.203571427480451,0,0.0319047616351219,-0.56795196495011,134.148374595907,0,-87.9932403392965,30.6963255183981,42,0.589999973773956,31.3351544934093,0,0,1,0,0,1,0.308462941928457,0.999999999999998,5,0.379424402477936,0.637891707717829,0.107505873937055,0.0046894984323632,0.104980770147576,18285.5,8621.75,0.0282377657114011,0.243407146193537,0.00711093200740715,0,0,934.053729536446,0,0.740236518084979,321722,0.0012057217255705,0,NA,3779997.04108858,2644.77903127484,6,6.99677540094895e-4,0.00642359232985204,671000,147443.502824859,13.1537568714537,11.8285463273209,6.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283.519161261121,0.6394148020654045,0.26104417670682734,0.026534710269650028,0.204245553643144,75847,0.4371819960861057,0.46301369863013697,0.9001956947162426,711.5,24.5,0.286018452803407,0.007054196940706949,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
1223,0.296808508006816,0,0.00617021266767326,0.0010638297634556,0.394893618102403,0.0372340422757763,0,0.263829786964553,0,91.1511973640459,0,-87.5156342145815,30.2861620299629,47,0.75,22.3471524903251,0,0,1,0,0,1,0.256212482806418,0.999999999999998,43,0.435147615802019,0.984737017360528,0.00415423423258754,0.0135705397758734,0.285441850403593,35849.5090602635,24665.4987019736,0.0758533660182546,0.554697933430162,0.0212020310956092,549.965536594391,300.123958587646,1045.25060216188,0.28713110326548,0.0287534499260274,174067,0.008299735840824512,0,NA,8459992.29331244,298103.559819028,965,0.0352368595010041,0.461610337764379,607000,545372.866127583,13.3119101276608,13.2048510553674,1.113,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609.6718123652,0.9746507098381992,0,0.011162164905631478,0.5593725835542042,93342.8574717207,0.13956706667240962,0.022186226130392315,0.16175329280280193,1434.6982731947123,25.729158408510543,0.691626957113683,0.006560906899208843,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
1230,0.0724999996212621,8.33333314706875e-4,0.00895833321070925,0.187291666787738,0.0883333326783032,0.63958332904925,0,0.00249999994412065,3.96960614975086,406.065561996721,0,-88.106353042733,30.4678615998734,48,0.579999983310699,45.6351706345258,4.01270883761755e-4,0,1,0,0,1,0.0971630199484112,0.999999999999998,110,0.48858028367486,0.933002732334472,0.0587673337513269,0.0120142147991763,0.0888554913865223,22771.6306787361,9444.50885141448,0.141088766566997,0.408866726447783,0.0359963195861188,146.589611053467,119.086004257202,1067.48997664469,0.111557023356332,0.0190072085319051,340968.5625,0.0017404363456715614,0,NA,8312828.38505737,26702.2429439581,123,0.00321217300623653,0.0598789914747608,300685.222222222,477565.362212035,12.2703696658417,12.4008897541294,1.47837777777778,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,933.084212567418,0.9677920100601571,0,0.0399338739017458,0.3297239962766586,88308.15971230474,0.7655950486200285,0.10151799112247481,0.8671130397425033,NA,51,0.0950413223140496,0.04822715827136408,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
1231,0.144000002617637,0.00533333321412407,0.00133333330353107,6.66666651765533e-4,0.298666666820645,0.321333333601554,0,0.228666665280859,0,74.8251125259673,0,-87.9611864123447,30.6751458844195,15,0.490000009536743,20.603480435913,0,0,1,0,0,1,0.119845573116202,0.999999999999998,11,0.520728809083707,0.934512806971217,0.0562450488513335,0.006337470293108,0.165302350145234,33158,16417,0.061790335357803,0.443094797993134,0.0155796144705572,0.182046845555305,0.182046845555305,333.590617692277,5.45719321528508e-4,0.787178849232375,321722,7.846829664444216e-4,0,NA,1349998.53527431,4803.90137244784,9,0.00355844932192591,0.0269790959384999,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.858836088168,0.6563717932702798,0.0066254380324661365,0.05571652498103884,0.35620549331103574,63223.12306281893,0.37927648582402596,0.5196890298930071,0.898965515717033,NA,35.5,0.233492822966507,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
1242,0.138461539378533,3.84615376018577e-4,0.00423076920784442,0.0253846157485475,0.225384616149733,0.556538466650706,0,0.0496153840078757,0.617742884317834,201.070439559251,0,-87.7229034013537,30.2800571461227,26,0.670000016689301,17.546312933099,6.69584659922897e-4,0,1,0,0,1,0.156815054612828,0.999999999999998,110,0.518335751039624,0.992929540708509,0.0011957578695385,0.00627328737846479,0.0884787935526917,24358.4586477619,11522.0714315989,0.215675997813722,0.370699286277541,0.00856959806502593,141.506827354431,160.118060112,578.223737359768,0.27691367504751,0.0122308346095886,253982.269230769,0.0013400948706881908,0,NA,2339998.38168024,15594.310715028,76,0.00666423995722188,0.131436569532649,125000,462962.962962963,11.7360690162844,13.0454023362682,0.27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421.684669973611,0.9471698678031291,0,0.11176955888431314,0.24074342233421264,57162.93219870797,0.5931659527514179,0.2524153947491442,0.8455813475005621,966.3332701091167,41.80483573063947,0.161626177491324,0.002371440251936548,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
1255,0.0362622950958913,0.0113442622430501,0.0115409835562354,0.082950819863892,0.0840983605592466,0.76527868726703,0,0.0085245900833216,4.48921006244426,297.256918750645,0,-87.8259848751692,30.4041615417947,305,0.46000000834465,10.7569281078828,4.90774345796862e-4,0,1,0,0,1,0.74251379654127,0.999999999999998,118,0.502289690609776,0.871714478404591,0.114611805824196,0.020912345422695,0.093398751137525,25436.7506317021,10758.7027626107,0.129267652844354,0.466314319666692,0.0194291344581865,1622.91169595718,1228.39671945572,6783.00922668074,0.181099078359478,0.054101081264846,310207.118032787,0.00933765227357232,0,NA,27449973.5781792,160904.316723165,877,0.00586172938436169,0.129293247219053,160966.978723404,98745.95845782,11.3512731734524,10.4709625087381,7.83063829787234,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000.5023502608,0.9410591987152747,0.03700547454367242,0.019798666450944084,0.23804033303800134,58750.59301121425,0.6947101782588054,0.07455703894690323,0.7692672172057086,893.5761615563853,28.01608947078331,0.0454317986845868,0.007832677542065663,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
